"icao24","callsign","origin_country","time_position","last_contact","longitude","latitude","geo_altitude","on_ground","velocity","true_track","vertical_rate","sensors","baro_altitude","squawk","spi","position_source","category",""
"","'SWR1LK'","'Switzerland'","'1745866448","","","","","True","","","","","","","","","",""
"                  StateVector(dict_values(['e8027c'"," 'LPE2380 '"," 'Chile'","1745866507","1745866507","-58.4179","-34.5562"," None"," True","4.89","109.69"," None"," None"," None"," '5676'"," False","0"," 0]))",""
"                  StateVector(dict_values(['ab1644'"," 'UAL1831 '"," 'United States'","1745866506","1745866506","-84.346","33.6343","883.92"," False","113.71","91.04","15.61"," None","975.36"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['4b1818'"," 'SWR785B '"," 'Switzerland'","1745866505","1745866507","9.1936","48.688"," None"," True","0","73.12"," None"," None"," None"," '2563'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a798d1'"," 'N589RC  '"," 'United States'","1745866507","1745866507","-123.1313","45.8259","2026.92"," False","87.98","181.01","0"," None","2110.74"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['aa8c39'"," 'UAL1615 '"," 'United States'","1745866455","1745866458","-119.5457","38.223","11277.6"," False","239.96","79.75","0.33"," None","11384.28"," '3304'"," False","0"," 0]))",""
"                  StateVector(dict_values(['408120'"," 'VIR11B  '"," 'United Kingdom'","1745866506","1745866507","-11.2774","53.1616","11582.4"," False","227.35","280.17","0"," None","11757.66"," '1451'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a1b2e1'"," 'N20856  '"," 'United States'","1745866507","1745866507","-122.9389","38.4282","1767.84"," False","55.26","335.82","0.65"," None","1813.56"," '3611'"," False","0"," 0]))",""
"                  StateVector(dict_values(['aa56da'"," ''"," 'United States'","1745866498","1745866500","-123.0726","43.1408","4983.48"," False","172.21","351.41","-11.05"," None","5097.78"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['408124'"," 'EXS4MF  '"," 'United Kingdom'","1745866507","1745866507","27.9272","36.4772","2209.8"," False","143.94","105.97","-8.78"," None","2286"," '7306'"," False","0"," 0]))",""
"                  StateVector(dict_values(['39de4a'"," 'TVF75CX '"," 'France'","1745866507","1745866507","6.2966","46.6171","11567.16"," False","226.1","308.07","-0.65"," None","11742.42"," '1000'"," False","0"," 0]))",""
"                  StateVector(dict_values(['408121'"," 'VIR157L '"," 'United Kingdom'","1745866507","1745866507","-71.0124","42.3701"," None"," True","4.63","317.81"," None"," None"," None"," '2415'"," False","0"," 0]))",""
"                  StateVector(dict_values(['88044e'"," 'AIQ120  '"," 'Thailand'","1745866507","1745866507","87.4271","22.4502","6705.6"," False","155.15","174.1","0.33"," None","7040.88"," '6145'"," False","0"," 0]))",""
"                  StateVector(dict_values(['ade18c'"," 'AAL345  '"," 'United States'","1745866507","1745866507","-99.2938","30.5487","10043.16"," False","248.54","97.49","0"," None","10507.98"," '6774'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a53edd'"," 'GPD437  '"," 'United States'","1745866506","1745866506","-81.8894","27.2039","2529.84"," False","128.85","288.15","0"," None","2689.86"," '4564'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a47551'"," 'N387AF  '"," 'United States'","1745866507","1745866507","-112.092","41.134","1760.22"," False","54.96","35.48","-2.6"," None","1790.7"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['407a38'"," 'NPT903  '"," 'United Kingdom'","1745866485","1745866485","-2.592","49.4337"," None"," True","6.69","185.62"," None"," None"," None"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['7c6b41'"," 'JST176  '"," 'Australia'","1745866507","1745866507","174.42","-36.8664","5676.9"," False","195.51","265.77","3.58"," None","5852.16"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['ad19bc'"," 'EJA943  '"," 'United States'","1745866507","1745866507","-80.133","25.7488","2065.02"," False","138.28","99.64","-0.65"," None","2171.7"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a665b9'"," 'LXJ511  '"," 'United States'","1745866506","1745866506","-90.7186","31.8333","13716"," False","254.7","105.1","0"," None","14180.82"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['ab6fdd'"," 'AAL1562 '"," 'United States'","1745866504","1745866504","-81.7584","37.5128","9144"," False","240.26","179.39","0.33"," None","9547.86"," None"," False","0"," 1]))",""
"                  StateVector(dict_values(['c07d20'"," 'JZA201  '"," 'Canada'","1745866507","1745866507","-81.2347","44.6354","6088.38"," False","150.36","312.64","0.33"," None","6263.64"," '4367'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a4b205'"," 'N401TD  '"," 'United States'","1745866306","1745866306","-74.0057","40.6962","-22.86"," False","26.68","34","-1.95"," None","60.96"," '1200'"," False","0"," 0]))",""
"                  StateVector(dict_values(['738a91'"," 'ABT015  '"," 'Israel'","1745866506","1745866507","34.8034","31.3097","1531.62"," False","138.4","352.95","-0.33"," None","1630.68"," '1313'"," False","0"," 0]))",""
"                  StateVector(dict_values(['80162e'"," 'AIC2506 '"," 'India'","1745866495","1745866495","72.5969","18.8486","4084.32"," False","134.33","20.86","-6.18"," None","4282.44"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['aaf633'"," 'UAL237  '"," 'United States'","1745866506","1745866506","-86.3892","41.2788","6873.24"," False","220.38","321.44","-5.2"," None","7124.7"," '6752'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a808c1'"," 'N617AB  '"," 'United States'","1745866507","1745866507","-74.6667","41.5405","8427.72"," False","109.88","299.45","11.7"," None","8618.22"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['aaa6d8'"," 'N786AH  '"," 'United States'","1745866507","1745866507","-103.8772","37.1316","13700.76"," False","215.89","77.06","0"," None","13929.36"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['aa56d8'"," 'UAL2456 '"," 'United States'","1745866506","1745866507","-79.084","38.0037","10972.8"," False","223.8","237.77","-0.33"," None","11269.98"," '1570'"," False","0"," 0]))",""
"                  StateVector(dict_values(['4b1803'"," 'SWR7LW  '"," 'Switzerland'"," None","1745866501"," None"," None"," None"," False","0","315"," None"," None"," None"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a34230'"," ''"," 'United States'","1745866507","1745866507","-78.792","35.8692","137.16"," False","81.12","225.26","14.96"," None","213.36"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a3f2ae'"," 'N35325  '"," 'United States'","1745866507","1745866507","-111.9566","34.3869","3169.92"," False","51.74","197.35","1.95"," None","3230.88"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['4b1805'"," 'SWR1047 '"," 'Switzerland'","1745866507","1745866507","8.6345","52.6024","9448.8"," False","235.82","206.84","6.18"," None","9677.4"," '1136'"," False","0"," 0]))",""
"                  StateVector(dict_values(['4b1806'"," 'SWR829  '"," 'Switzerland'","1745866505","1745866506","8.5589","47.4489","342.9"," True","10.8","154.69"," None"," None"," None"," '1000'"," False","0"," 0]))",""
"                  StateVector(dict_values(['4b1807'"," 'SWR5QB  '"," 'Switzerland'","1745866507","1745866507","4.5749","49.5868","11277.6"," False","243.39","134.06","0"," None","11468.1"," '6372'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a0e278'"," 'N156WL  '"," 'United States'","1745866507","1745866507","-107.1315","38.3674","8229.6"," False","168.83","57.57","-0.65"," None","8267.7"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a4b20f'"," ''"," 'United States'","1745866505","1745866505","-112.3658","33.4318"," None"," True","3.6","241.88"," None"," None"," None"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a282cd'"," 'N261B   '"," 'United States'","1745866486","1745866487","-81.6374","28.6211","899.16"," False","67.51","122.24","-0.65"," None","967.74"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['4b1801'"," 'SWR1ZL  '"," 'Switzerland'","1745866507","1745866507","9.738","49.0032","10363.2"," False","224.74","219.52","-9.1"," None","10553.7"," '1000'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a798c6'"," 'EJA589  '"," 'United States'","1745866507","1745866507","-86.0491","38.5704","11887.2"," False","227.75","157.84","0.33"," None","12237.72"," '6234'"," False","0"," 0]))",""
"                  StateVector(dict_values(['aa56bf'"," 'N7652F  '"," 'United States'","1745866490","1745866507","-81.3896","40.7797","944.88"," False","54.55","339","1.3"," None","1013.46"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['acdfa6'"," 'AAL2608 '"," 'United States'","1745866504","1745866504","-99.6476","38.5331","10668"," False","271.01","75.49","0"," None","10927.08"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['c822c6'"," 'CVA701  '"," 'New Zealand'","1745866506","1745866507","174.977","-39.0519","4572"," False","116.78","359.5","0"," None","4716.78"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['ac4963'"," 'DAL3191 '"," 'United States'","1745866507","1745866507","-100.0628","42.3362","10363.2"," False","207.73","261.17","0"," None","10462.26"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['51111d'"," 'TKJ8AT  '"," 'Estonia'","1745866505","1745866507","29.1027","40.8108","1028.7"," False","74.32","62.37","-3.25"," None","1158.24"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a3b88e'"," 'AAL2561 '"," 'United States'","1745866507","1745866507","-85.0158","33.8963","10668"," False","257.69","161.85","0"," None","11094.72"," '6570'"," False","0"," 0]))",""
"                  StateVector(dict_values(['7c6b38'"," 'JST226  '"," 'Australia'","1745866507","1745866507","174.3784","-39.7544","10668"," False","228.64","19.86","-0.33"," None","10957.56"," None"," False","0"," 1]))",""
"                  StateVector(dict_values(['00b22b'"," 'SAA581  '"," 'South Africa'","1745866506","1745866506","28.6919","-27.0363","7932.42"," False","218.81","152.71","7.8"," None","8420.1"," '0453'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a36898'"," 'DAL1584 '"," 'United States'","1745866507","1745866507","-98.7706","35.9123","10058.4"," False","265.26","94.56","-0.33"," None","10401.3"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['7c6b35'"," 'JST225  '"," 'Australia'","1745866507","1745866507","173.992","-39.2182","10370.82"," False","236.16","195.67","0"," None","10652.76"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['acdfa3'"," 'ASA588  '"," 'United States'","1745866506","1745866507","-120.7421","46.1759","9578.34"," False","242.86","124.3","5.2"," None","9768.84"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a7d5a5'"," 'N6036Y  '"," 'United States'","1745866506","1745866506","-121.3941","38.2759","556.26"," False","50.17","344.54","-0.65"," None","586.74"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['aadc2b'"," 'N79920  '"," 'United States'","1745866506","1745866507","-74.6017","40.513","243.84"," False","49.98","69.51","0"," None","304.8"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['ab63c2'"," 'CMD13   '"," 'United States'","1745866506","1745866507","-121.0577","37.4932","1158.24"," False","73.57","106.66","0"," None","1196.34"," '4246'"," False","0"," 0]))",""
"                  StateVector(dict_values(['7c6b0c'"," 'JST253  '"," 'Australia'","1745866506","1745866506","174.7773","-37.09","3253.74"," False","165.57","247.34","4.55"," None","3352.8"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a70b23'"," 'LXJ553  '"," 'United States'","1745866507","1745866507","-97.9972","39.0455","12496.8"," False","265.55","79.17","0.33"," None","12755.88"," '1647'"," False","0"," 0]))",""
"                  StateVector(dict_values(['801623'"," 'AXB258  '"," 'India'","1745866381","1745866381","72.8585","19.0903"," None"," True","5.4","70.31"," None"," None"," None"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['ae1fbb'"," 'G72237  '"," 'United States'","1745866382","1745866390","-122.5868","45.2101","7.62"," False","20.74","336.61","-0.65"," None","106.68"," None"," False","0"," 13]))",""
"                  StateVector(dict_values(['ae26b2'"," 'C6592   '"," 'United States'","1745866506","1745866506","-123.3359","48.2003","53.34"," False","42.15","199.98","0"," None","137.16"," None"," False","0"," 13]))",""
"                  StateVector(dict_values(['a1fb3c'"," 'RHE27   '"," 'United States'","1745866507","1745866507","-81.4927","36.1038","7315.2"," False","133.88","279.06","0"," None","7635.24"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a2cbb5'"," 'N28AU   '"," 'United States'","1745866485","1745866502","-86.8533","41.7167","1043.94"," False","58.93","73.78","-1.63"," None","1051.56"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['801622'"," 'IGO1047 '"," 'India'","1745866507","1745866507","91.2762","19.4487","10066.02"," False","241.71","127.65","-0.33"," None","10637.52"," '0445'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a6eb18'"," 'N545GC  '"," 'United States'","1745866506","1745866507","-120.4584","34.6704","3261.36"," False","58.21","123.83","6.5"," None","3322.32"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['80160e'"," 'IGO1235 '"," 'India'","1745866507","1745866507","48.417","28.7796","3009.9"," False","150.71","312.79","-6.83"," None","3169.92"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a21b48'"," 'N235CC  '"," 'United States'","1745866332","1745866334","-110.9587","32.1244","922.02"," False","47.63","62.33","-1.3"," None","906.78"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a438f1'"," 'EJA371  '"," 'United States'","1745866506","1745866506","-97.1645","28.2083","8100.06"," False","216.51","40.08","7.15"," None","8526.78"," '4634'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a21b46'"," 'CAP3151 '"," 'United States'","1745866507","1745866507","-74.2562","43.0859","1577.34"," False","45.27","269.35","1.3"," None","1645.92"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a21b44'"," 'MXY754  '"," 'United States'","1745866507","1745866507","-71.393","41.0951","6088.38"," False","203.48","235.51","8.13"," None","6202.68"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['4b181a'"," 'SWR5XH  '"," 'Switzerland'","1745866507","1745866507","6.6953","44.6806","9997.44"," False","229.88","22.78","0"," None","10180.32"," '5547'"," False","0"," 0]))",""
"                  StateVector(dict_values(['aaf656'"," 'VXP1171 '"," 'United States'","1745866507","1745866507","-76.2876","38.673","12489.18"," False","216.06","40.36","0"," None","12725.4"," '3346'"," False","0"," 0]))",""
"                  StateVector(dict_values(['aa8c10'"," 'SKW5649 '"," 'United States'","1745866507","1745866507","-122.2786","37.5785","388.62"," False","75.5","298.49","-4.55"," None","419.1"," '7730'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a5e550'"," 'N4793F  '"," 'United States'","1745866505","1745866506","-122.7992","48.1588","487.68"," False","60.65","349.74","-1.3"," None","541.02"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['acdfae'"," 'N929AW  '"," 'United States'","1745866504","1745866504","-77.4665","38.9456"," None"," True","5.92","165.94"," None"," None"," None"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['aa56b5'"," 'UAL1520 '"," 'United States'","1745866507","1745866507","-96.1145","35.5408","10972.8"," False","208.75","303.34","0"," None","11361.42"," '0775'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a808d5'"," 'STK12   '"," 'United States'","1745866506","1745866507","-97.528","33.0063","1165.86"," False","153.72","60.09","-3.25"," None","1211.58"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['c08412'"," 'CJT2384 '"," 'Canada'","1745866507","1745866507","-81.595","44.4435","8229.6"," False","259.48","148.71","0"," None","8412.48"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a1fb33'"," 'MXY842  '"," 'United States'","1745866506","1745866507","-79.7783","32.9959","2621.28"," False","146.81","58.76","11.7"," None","2758.44"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['ad5623'"," 'AAL1612 '"," 'United States'","1745866503","1745866504","-77.8248","32.8953","10972.8"," False","234.11","196.2","0.33"," None","11346.18"," '2141'"," True","0"," 0]))",""
"                  StateVector(dict_values(['aa56b4'"," 'UAL2147 '"," 'United States'","1745866483","1745866483","-114.0719","45.8876","10668"," False","226.49","107.45","0"," None","10736.58"," '1605'"," False","0"," 0]))",""
"                  StateVector(dict_values(['7c6b09'"," 'JST288  '"," 'Australia'","1745866507","1745866507","172.8605","-43.1666","3878.58"," False","193.13","36.44","12.03"," None","3970.02"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['aa56b3'"," 'UAL2705 '"," 'United States'","1745866507","1745866507","-85.4454","42.7925","9753.6"," False","214.77","261.6","0.33"," None","10035.54"," '3344'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a1c5e0'"," 'ENY3893 '"," 'United States'","1745866507","1745866507","-89.487","37.0424","10363.2"," False","220.96","248.27","-0.33"," None","10767.06"," '6603'"," False","0"," 0]))",""
"                  StateVector(dict_values(['801626'"," 'AXB2660 '"," 'India'","1745866507","1745866507","76.0568","15.4011","10652.76"," False","252.52","128.71","0"," None","11262.36"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['ac7cd5'"," 'N9031J  '"," 'United States'","1745866507","1745866507","-122.8364","47.3633","1143"," False","58.26","119.05","-0.33"," None","1211.58"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['ade19b'"," 'N994BC  '"," 'United States'","1745866507","1745866507","-77.0348","39.1356","548.64"," False","63.63","104.04","-0.98"," None","579.12"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a0e250'"," 'AAL381  '"," 'United States'","1745866507","1745866507","-81.0847","35.5753","1981.2"," False","123.47","82.58","-5.2"," None","2110.74"," '4060'"," False","0"," 0]))",""
"                  StateVector(dict_values(['4b180c'"," 'SWR24C  '"," 'Switzerland'","1745866501","1745866505","8.5563","47.4605"," None"," True","0","5.62"," None"," None"," None"," '3017'"," False","0"," 0]))",""
"                  StateVector(dict_values(['acf9cf'"," 'SCA35   '"," 'United States'","1745866507","1745866507","-112.2423","33.797","731.52"," False","46.53","84.29","-0.98"," None","731.52"," '5567'"," False","0"," 0]))",""
"                  StateVector(dict_values(['488252'"," 'SAH48P  '"," 'Poland'","1745866453","1745866501","-4.6074","54.0848","266.7"," False","82.32","149.59","14.63"," None","449.58"," '7735'"," False","0"," 0]))",""
"                  StateVector(dict_values(['39de45'"," 'TVF3422 '"," 'France'","1745866506","1745866507","8.4508","47.7309","11887.2"," False","233.83","104.53","0"," None","12039.6"," '3542'"," False","0"," 0]))",""
"                  StateVector(dict_values(['440db0'"," 'EJU91YP '"," 'Austria'","1745866507","1745866507","4.8013","42.7995","10668"," False","215.14","233.46","0"," None","10858.5"," '1000'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a0e23b'"," 'N156U   '"," 'United States'","1745866258","1745866265","-111.854","41.7837"," None"," True","0.06","210.94"," None"," None"," None"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['39de48'"," 'TVF53LP '"," 'France'","1745866506","1745866507","12.4008","44.8649","11582.4"," False","225.79","290.54","0.33"," None","11719.56"," '1000'"," False","0"," 0]))",""
"                  StateVector(dict_values(['39de47'"," 'TVF55PJ '"," 'France'","1745866507","1745866507","9.2341","52.8701","11582.4"," False","235.68","215.49","0"," None","11742.42"," '3522'"," False","0"," 0]))",""
"                  StateVector(dict_values(['ad694c'"," 'SWA1642 '"," 'United States'","1745866507","1745866507","-113.9445","33.6805","8534.4"," False","192.23","294.51","0"," None","8641.08"," '5737'"," False","0"," 0]))",""
"                  StateVector(dict_values(['801633'"," 'AKJ163J '"," 'India'","1745866386","1745866398","74.0874","15.7263","1173.48"," False","93.91","274.4","-3.25"," None","1112.52"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a7b09b'"," 'N595GL  '"," 'United States'","1745866505","1745866505","-84.141","42.6157","838.2"," False","54.69","85.68","-2.28"," None","876.3"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['ae26a4'"," 'C6578   '"," 'United States'","1745866502","1745866506","-82.8936","42.3783","228.6"," False","66.77","33.69","0"," None","259.08"," None"," False","0"," 13]))",""
"                  StateVector(dict_values(['c822e4'"," 'ANZ330  '"," 'New Zealand'","1745866507","1745866507","173.9447","-41.9905","6743.7"," False","215.91","32.74","-12.03"," None","6964.68"," None"," False","0"," 4]))",""
"                  StateVector(dict_values(['aa69e0'"," 'JRE770  '"," 'United States'","1745866506","1745866507","-122.9871","39.4548","11414.76"," False","129.21","2.05","5.85"," None","11620.5"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a34215'"," 'EDV4693 '"," 'United States'","1745866264","1745866264","-73.7719","40.6345"," None"," True","6.17","298.12"," None"," None"," None"," '5656'"," False","0"," 1]))",""
"                  StateVector(dict_values(['80161d'"," 'AKJ186H '"," 'India'","1745866506","1745866506","86.1701","21.867","10180.32"," False","214.3","265.04","4.88"," None","10652.76"," '1403'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a2355d'"," 'SKW3875 '"," 'United States'","1745866507","1745866507","-93.089","44.8926","2545.08"," False","137.27","32.92","0.65"," None","2491.74"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['407a01'"," 'LOG65KL '"," 'United Kingdom'","1745866507","1745866507","-1.8905","53.8864","5478.78"," False","148","327.64","0"," None","5692.14"," '7662'"," False","0"," 0]))",""
"                  StateVector(dict_values(['39de43'"," 'TVF3650 '"," 'France'","1745866506","1745866507","5.9502","48.2696","9639.3"," False","226.45","108.27","0"," None","11155.68"," '7560'"," False","0"," 0]))",""
"                  StateVector(dict_values(['ac2f83'"," 'SWA2956 '"," 'United States'","1745866507","1745866507","-87.6228","33.4067","11582.4"," False","218.16","234.21","0"," None","12047.22"," '1744'"," False","0"," 0]))",""
"                  StateVector(dict_values(['80166c'"," 'AIC2017 '"," 'India'","1745866507","1745866507","15.6015","48.1121","11582.4"," False","243.62","294.18","-0.33"," None","11719.56"," '3236'"," False","0"," 0]))",""
"                  StateVector(dict_values(['511187'"," ''"," 'Estonia'"," None","1745866241"," None"," None"," None"," False","266.99","34.64","0"," None"," None"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['adeca5'"," 'AAL1844 '"," 'United States'","1745866507","1745866507","-82.2703","26.9603","7764.78"," False","224.98","112.17","-4.23"," None","8145.78"," '2364'"," False","0"," 0]))",""
"                  StateVector(dict_values(['80166b'"," 'VTRIC   '"," 'India'","1745866507","1745866507","74.6207","15.8398","1089.66"," False","59.77","41.51","0"," None","1021.08"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['acd3a4'"," 'CXK609  '"," 'United States'","1745866506","1745866507","-121.4485","38.3885","1173.48"," False","63.09","144.63","0"," None","1203.96"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['aad012'"," 'UAL919  '"," 'United States'","1745866239","1745866245","-77.441","38.9458"," None"," True","0.06","216.56"," None"," None"," None"," '0766'"," False","0"," 0]))",""
"                  StateVector(dict_values(['511189'"," 'MBU4WX  '"," 'Estonia'","1745866507","1745866507","8.4721","53.3021","7254.24"," False","230.44","55.92","-17.23"," None","7528.56"," '2350'"," False","0"," 0]))",""
"                  StateVector(dict_values(['4952b3'"," 'TAP057  '"," 'Portugal'","1745866287","1745866351","-47.9014","-15.8619","1036.32"," False","77.89","265.83","-1.63"," None","1066.8"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['ae6301'"," 'BLZR290 '"," 'United States'","1745866493","1745866493","-97.8134","27.5026"," None"," True","3.34","33.75"," None"," None"," None"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['e4943f'"," 'GLO1109 '"," 'Brazil'","1745866501","1745866507","-46.6701","-23.607","891.54"," False","74.06","147.19","-4.55"," None","899.16"," '3737'"," True","0"," 0]))",""
"                  StateVector(dict_values(['4acb03'"," 'NSZ2031 '"," 'Sweden'","1745866507","1745866507","17.9243","59.6579"," None"," True","10.8","8.44"," None"," None"," None"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['4acb04'"," 'NSZ2067 '"," 'Sweden'","1745866150","1745866261","12.6689","55.6263","-53.34"," False","67.46","220.98","-3.25"," None","68.58"," '7356'"," False","0"," 0]))",""
"                  StateVector(dict_values(['3c664f'"," 'DLH7YL  '"," 'Germany'","1745866507","1745866507","8.8229","49.1574","6233.16"," False","235.36","355.36","-13"," None","6469.38"," '1000'"," False","0"," 0]))",""
"                  StateVector(dict_values(['801683'"," 'AXB747  '"," 'India'","1745866265","1745866269","72.8036","17.2848","10972.8"," False","224.88","338.25","0"," None","11597.64"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['a678a5'"," 'N516KL  '"," 'United States'","1745866507","1745866507","-112.8134","33.3844","2567.94"," False","74.15","277.17","-0.98"," None","2575.56"," '7423'"," True","0"," 0]))",""
"                  StateVector(dict_values(['3c664d'"," 'DLH6MV  '"," 'Germany'","1745866507","1745866507","8.271","49.964","3352.8"," False","121.9","68.2","-4.55"," None","1272.54"," '1000'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a47597'"," 'DAL3165 '"," 'United States'","1745866507","1745866507","-86.4947","36.761","9372.6"," False","247.42","193.83","7.8"," None","9738.36"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['e80251'"," 'LPE2417 '"," 'Chile'","1745866507","1745866507","-78.4894","-8.3957","11887.2"," False","238.83","165.28","0"," None","12687.3"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['ad3c1f'"," 'ASA1225 '"," 'United States'","1745866507","1745866507","-122.1486","43.9601","10972.8"," False","204.76","350.02","0"," None","11170.92"," '3011'"," False","0"," 0]))",""
"                  StateVector(dict_values(['4bc8c5'"," 'PGT3XB  '"," 'Turkey'","1745866506","1745866507","27.6983","37.6616","5196.84"," False","208.07","341.7","12.03"," None","5303.52"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['e80259'"," 'LPE2390 '"," 'Chile'","1745866506","1745866507","-78.8202","-9.1736","10972.8"," False","225.87","344.95","0.33"," None","11734.8"," None"," False","0"," 0]))",""
"                  StateVector(dict_values(['40814f'"," 'GCMWC   '"," 'United Kingdom'","1745866506","1745866507","0.2319","51.5292","205.74"," False","39.3","142.98","0.65"," None","365.76"," '7000'"," False","0"," 0]))",""
"                  StateVector(dict_values(['3c6664'"," 'DLH4AF  '"," 'Germany'","1745866507","1745866507","11.7268","48.6476","3558.54"," False","190.16","343.82","5.85"," None","3733.8"," '6457'"," False","0"," 0]))",""
"                  StateVector(dict_values(['abb3b6'"," 'AAL1234 '"," 'United States'","1745866504","1745866504","-97.971","38.458","10668"," False","276.66","77","0"," None","10957.56"," None"," False","0"," 1]))",""
"                  StateVector(dict_values(['ab0361'"," 'AAL1452 '"," 'United States'","1745866507","1745866507","-82.122","33.1088","10058.4"," False","231.24","11.16","0"," None","10447.02"," '6643'"," False","0"," 0]))",""
"                  StateVector(dict_values(['a7bc8e'"," 'EJA598  '"," 'United States'","1745866507","1745866507","-74.8602","39.9006","9464.04"," False","222.58","37.77","-5.85"," None","9654.54"," '7654'"," False","0"," 0]))",""
"                  StateVector(dict_values(['3d7f74'"," 'JMP901  '"," 'Germany'","1745866507","1745866507","2.0843","48.9055","822.96"," False","91.38","184.84","-0.33"," None","982.98"," '3301'"," False","0"," 0]))",""
"                  StateVector(dict_values(['3c6677'"," 'DLH5KK  '"," 'Germany'","1745866494","1745866494","8.5604","50.0438"," None"," True","7.2","340.31"," None"," None"," None"," '1333'"," False","0"," 0]))",""
"                  StateVector(dict_values(['80167c'"," 'AXB1597 '"," 'India'","1745866507","1745866507","87.9226","22.3016","4876.8"," False","127.85","303.18","0"," None","5029.2"," '1450'"," False","0"," 0]))",""
"                  StateVector(dict_values(['aae356'"," 'N800RB  '"," 'United States'","1745866507","1745866507","-89.315","31.2186","11582.4"," False","215.89","288.91","-0.33"," None","12085.32"," None"," False","0"," 0]))",""
